mass_A
t	x	y
29.99000	-0.14775	0.01484
30.00000	-0.14890	0.01517
30.01000	-0.14999	0.01530
30.02000	-0.15107	0.01551
30.03000	-0.15218	0.01595
30.04000	-0.15292	0.01627
30.05000	-0.15336	0.01631
30.06000	-0.15350	0.01632
30.07000	-0.15362	0.01633
30.08000	-0.15348	0.01633
30.09000	-0.15335	0.01633
30.10000	-0.15319	0.01630
30.11000	-0.15239	0.01618
30.12000	-0.15196	0.01617
30.13000	-0.15103	0.01586
30.14000	-0.14978	0.01545
30.15000	-0.14864	0.01522
30.16000	-0.14730	0.01507
30.17000	-0.14531	0.01433
30.18000	-0.14391	0.01407
30.19000	-0.14188	0.01377
30.20000	-0.13955	0.01301
30.21000	-0.13735	0.01268
30.22000	-0.13472	0.01191
30.23000	-0.13230	0.01165
30.24000	-0.12933	0.01072
30.25000	-0.12651	0.01043
30.26000	-0.12325	0.00961
30.27000	-0.12004	0.00891
30.28000	-0.11732	0.00870
30.29000	-0.11402	0.00871
30.30000	-0.11011	0.00915
30.31000	-0.10580	0.00939
30.32000	-0.10117	0.00731
30.33000	-0.09699	0.00554
30.34000	-0.09353	0.00407
30.35000	-0.08936	0.00338
30.36000	-0.08497	0.00276
30.37000	-0.08016	0.00199
30.38000	-0.07562	0.00156
30.39000	-0.07077	0.00084
30.40000	-0.06630	0.00042
30.41000	-0.06152	-0.00009
30.42000	-0.05668	-0.00057
30.43000	-0.05187	-0.00085
30.44000	-0.04672	-0.00140
30.45000	-0.04140	-0.00158
30.46000	-0.03618	-0.00174
30.47000	-0.03099	-0.00193
30.48000	-0.02571	-0.00232
30.49000	-0.02050	-0.00258
30.50000	-0.01541	-0.00263
30.51000	-0.01018	-0.00265
30.52000	-0.00505	-0.00262
30.53000	0.00027	-0.00256
30.54000	0.00533	-0.00249
30.55000	0.01063	-0.00243
30.56000	0.01558	-0.00232
30.57000	0.02060	-0.00216
30.58000	0.02583	-0.00174
30.59000	0.03077	-0.00126
30.60000	0.03593	-0.00103
30.61000	0.04089	-0.00070
30.62000	0.04570	-0.00014
30.63000	0.05038	0.00018
30.64000	0.05494	0.00058
30.65000	0.05971	0.00123
30.66000	0.06411	0.00154
30.67000	0.06886	0.00236
30.68000	0.07266	0.00273
30.69000	0.07649	0.00355
30.70000	0.07986	0.00464
30.71000	0.08339	0.00593
30.72000	0.08779	0.00892
30.73000	0.09245	0.00883
30.74000	0.09677	0.00795
30.75000	0.10014	0.00743
30.76000	0.10300	0.00756
30.77000	0.10631	0.00834
30.78000	0.10953	0.00881
30.79000	0.11241	0.00948
30.80000	0.11525	0.00996
30.81000	0.11793	0.01064
30.82000	0.12031	0.01105
30.83000	0.12266	0.01165
30.84000	0.12486	0.01221
30.85000	0.12690	0.01252
30.86000	0.12878	0.01303
30.87000	0.13054	0.01343
30.88000	0.13188	0.01360
30.89000	0.13319	0.01400
30.90000	0.13467	0.01425
30.91000	0.13553	0.01455
30.92000	0.13654	0.01465
30.93000	0.13749	0.01478
30.94000	0.13805	0.01476
30.95000	0.13869	0.01485
30.96000	0.13893	0.01484
30.97000	0.13905	0.01479
30.98000	0.13902	0.01474
30.99000	0.13892	0.01470
31.00000	0.13879	0.01465
31.01000	0.13856	0.01462
31.02000	0.13779	0.01454
31.03000	0.13732	0.01448
31.04000	0.13650	0.01430
31.05000	0.13544	0.01413
31.06000	0.13417	0.01372
31.07000	0.13298	0.01344
31.08000	0.13169	0.01330
31.09000	0.12973	0.01276
31.10000	0.12823	0.01227
31.11000	0.12621	0.01203
31.12000	0.12406	0.01134
31.13000	0.12181	0.01097
31.14000	0.11924	0.01032
31.15000	0.11679	0.00981
31.16000	0.11433	0.00932
31.17000	0.11132	0.00871
31.18000	0.10856	0.00845
31.19000	0.10526	0.00761
31.20000	0.10224	0.00725
31.21000	0.09960	0.00705
31.22000	0.09667	0.00719
31.23000	0.09333	0.00742
31.24000	0.08896	0.00814
31.25000	0.08438	0.00775
31.26000	0.08035	0.00562
31.27000	0.07639	0.00396
31.28000	0.07263	0.00289
31.29000	0.06892	0.00240
31.30000	0.06453	0.00164
31.31000	0.06022	0.00117
31.32000	0.05586	0.00083
31.33000	0.05147	0.00029
31.34000	0.04697	0.00000
31.35000	0.04246	-0.00054
31.36000	0.03782	-0.00107
31.37000	0.03306	-0.00125
31.38000	0.02839	-0.00154
31.39000	0.02361	-0.00176
31.40000	0.01883	-0.00202
31.41000	0.01423	-0.00232
31.42000	0.00959	-0.00242
31.43000	0.00488	-0.00248
31.44000	0.00011	-0.00252
31.45000	-0.00493	-0.00252
31.46000	-0.00994	-0.00255
31.47000	-0.01475	-0.00254
31.48000	-0.01963	-0.00252
31.49000	-0.02432	-0.00233
31.50000	-0.02907	-0.00210
31.51000	-0.03355	-0.00168
31.52000	-0.03816	-0.00155
31.53000	-0.04276	-0.00144
31.54000	-0.04753	-0.00103
31.55000	-0.05201	-0.00056
31.56000	-0.05646	-0.00036
31.57000	-0.06091	0.00021
31.58000	-0.06484	0.00059
31.59000	-0.06847	0.00076
31.60000	-0.07286	0.00149
31.61000	-0.07658	0.00180
31.62000	-0.08071	0.00252
31.63000	-0.08459	0.00286
31.64000	-0.08821	0.00365
31.65000	-0.09161	0.00400
31.66000	-0.09495	0.00489
31.67000	-0.09736	0.00555
31.68000	-0.10021	0.00629
31.69000	-0.10293	0.00751
31.70000	-0.10649	0.00905
31.71000	-0.10993	0.00909
31.72000	-0.11263	0.00937
31.73000	-0.11513	0.00931
31.74000	-0.11725	0.00929
31.75000	-0.11899	0.00927
31.76000	-0.12109	0.00966
31.77000	-0.12303	0.01020
31.78000	-0.12463	0.01065
31.79000	-0.12610	0.01094
31.80000	-0.12764	0.01128
31.81000	-0.12884	0.01174
31.82000	-0.12994	0.01187
31.83000	-0.13085	0.01195
31.84000	-0.13141	0.01202
31.85000	-0.13216	0.01204
31.86000	-0.13244	0.01199
31.87000	-0.13263	0.01197
31.88000	-0.13262	0.01192
31.89000	-0.13251	0.01189
31.90000	-0.13237	0.01184
31.91000	-0.13224	0.01182
31.92000	-0.13142	0.01175
31.93000	-0.13104	0.01168
31.94000	-0.13009	0.01158
31.95000	-0.12896	0.01121
31.96000	-0.12774	0.01075
31.97000	-0.12653	0.01064
31.98000	-0.12517	0.01044
31.99000	-0.12335	0.00983
32.00000	-0.12173	0.00951
32.01000	-0.11970	0.00916
32.02000	-0.11804	0.00890
32.03000	-0.11622	0.00868
32.04000	-0.11407	0.00866
32.05000	-0.11152	0.00871
32.06000	-0.10882	0.00874
32.07000	-0.10574	0.00839
32.08000	-0.10218	0.00763
32.09000	-0.09901	0.00634
32.10000	-0.09595	0.00529
32.11000	-0.09299	0.00411
32.12000	-0.08971	0.00355
32.13000	-0.08605	0.00294
32.14000	-0.08239	0.00249
32.15000	-0.07865	0.00187
32.16000	-0.07509	0.00157
32.17000	-0.07114	0.00091
32.18000	-0.06722	0.00051
32.19000	-0.06357	0.00024
32.20000	-0.05944	-0.00034
32.21000	-0.05536	-0.00059
32.22000	-0.05101	-0.00087
32.23000	-0.04679	-0.00122
32.24000	-0.04257	-0.00155
32.25000	-0.03804	-0.00161
32.26000	-0.03355	-0.00168
32.27000	-0.02907	-0.00185
32.28000	-0.02456	-0.00201
32.29000	-0.02010	-0.00194
32.30000	-0.01570	-0.00182
32.31000	-0.01117	-0.00174
32.32000	-0.00660	-0.00166
32.33000	-0.00199	-0.00157
32.34000	0.00258	-0.00150
32.35000	0.00716	-0.00139
32.36000	0.01174	-0.00129
32.37000	0.01587	-0.00118
32.38000	0.02027	-0.00106
32.39000	0.02471	-0.00099
32.40000	0.02920	-0.00057
32.41000	0.03345	-0.00008
32.42000	0.03769	0.00010
32.43000	0.04183	0.00031
32.44000	0.04587	0.00080
32.45000	0.04960	0.00125
32.46000	0.05357	0.00150
32.47000	0.05740	0.00199
32.48000	0.06103	0.00249
32.49000	0.06461	0.00273
32.50000	0.06843	0.00345
32.51000	0.07140	0.00378
32.52000	0.07472	0.00419
32.53000	0.07749	0.00485
32.54000	0.08037	0.00571
32.55000	0.08298	0.00662
32.56000	0.08597	0.00754
32.57000	0.08930	0.00854
32.58000	0.09249	0.00881
32.59000	0.09543	0.00856
32.60000	0.09808	0.00849
32.61000	0.10040	0.00844
32.62000	0.10245	0.00848
32.63000	0.10434	0.00876
32.64000	0.10642	0.00911
32.65000	0.10838	0.00946
32.66000	0.10993	0.00975
32.67000	0.11145	0.00991
32.68000	0.11281	0.01010
32.69000	0.11423	0.01037
32.70000	0.11550	0.01049
32.71000	0.11658	0.01083
32.72000	0.11753	0.01099
32.73000	0.11800	0.01102
32.74000	0.11884	0.01109
32.75000	0.11911	0.01107
32.76000	0.11926	0.01108
32.77000	0.11935	0.01106
32.78000	0.11924	0.01103
32.79000	0.11910	0.01101
32.80000	0.11899	0.01099
32.81000	0.11853	0.01094
32.82000	0.11797	0.01091
32.83000	0.11741	0.01079
32.84000	0.11670	0.01066
32.85000	0.11559	0.01027
32.86000	0.11442	0.00990
32.87000	0.11323	0.00978
32.88000	0.11194	0.00963
32.89000	0.11019	0.00919
32.90000	0.10857	0.00869
32.91000	0.10650	0.00854
32.92000	0.10455	0.00828
32.93000	0.10273	0.00791
32.94000	0.10083	0.00769
32.95000	0.09874	0.00765
32.96000	0.09662	0.00757
32.97000	0.09427	0.00759
32.98000	0.09168	0.00739
32.99000	0.08805	0.00722
33.00000	0.08462	0.00650
33.01000	0.08155	0.00557
33.02000	0.07839	0.00482
33.03000	0.07562	0.00397
33.04000	0.07250	0.00352
33.05000	0.06955	0.00315
33.06000	0.06583	0.00270
33.07000	0.06221	0.00240
33.08000	0.05866	0.00214
33.09000	0.05499	0.00161
33.10000	0.05142	0.00129
33.11000	0.04773	0.00109
33.12000	0.04422	0.00073
33.13000	0.04020	0.00031
33.14000	0.03634	0.00004
33.15000	0.03203	-0.00010
33.16000	0.02810	-0.00022
33.17000	0.02387	-0.00043
33.18000	0.01968	-0.00064
33.19000	0.01563	-0.00088
33.20000	0.01180	-0.00118
33.21000	0.00751	-0.00126
33.22000	0.00336	-0.00133
33.23000	-0.00077	-0.00135
33.24000	-0.00518	-0.00138
33.25000	-0.00933	-0.00146
33.26000	-0.01353	-0.00142
33.27000	-0.01770	-0.00133
33.28000	-0.02187	-0.00130
33.29000	-0.02608	-0.00113
33.30000	-0.03003	-0.00108
33.31000	-0.03434	-0.00086
33.32000	-0.03812	-0.00051
33.33000	-0.04209	-0.00038
33.34000	-0.04616	-0.00034
33.35000	-0.04984	-0.00019
33.36000	-0.05376	0.00034
33.37000	-0.05766	0.00060
33.38000	-0.06121	0.00073
33.39000	-0.06462	0.00101
33.40000	-0.06781	0.00140
33.41000	-0.07124	0.00172
33.42000	-0.07440	0.00191
33.43000	-0.07765	0.00242
33.44000	-0.08088	0.00282
33.45000	-0.08377	0.00299
33.46000	-0.08677	0.00367
33.47000	-0.08927	0.00394
33.48000	-0.09171	0.00426
33.49000	-0.09392	0.00495
33.50000	-0.09576	0.00541
33.51000	-0.09777	0.00600
33.52000	-0.09939	0.00664
33.53000	-0.10117	0.00715
33.54000	-0.10254	0.00766
33.55000	-0.10371	0.00795
33.56000	-0.10524	0.00875
33.57000	-0.10703	0.00883
33.58000	-0.10823	0.00878
33.59000	-0.10917	0.00868
33.60000	-0.11009	0.00864
33.61000	-0.11095	0.00858
33.62000	-0.11158	0.00855
33.63000	-0.11215	0.00849
33.64000	-0.11258	0.00851
33.65000	-0.11276	0.00850
33.66000	-0.11275	0.00849
33.67000	-0.11269	0.00847
33.68000	-0.11257	0.00845
33.69000	-0.11249	0.00845
33.70000	-0.11225	0.00843
33.71000	-0.11165	0.00846
33.72000	-0.11128	0.00843
33.73000	-0.11053	0.00844
33.74000	-0.10978	0.00841
33.75000	-0.10897	0.00839
33.76000	-0.10782	0.00833
33.77000	-0.10654	0.00833
33.78000	-0.10512	0.00818
33.79000	-0.10366	0.00793
33.80000	-0.10174	0.00801
33.81000	-0.09968	0.00772
33.82000	-0.09778	0.00700
33.83000	-0.09542	0.00634
33.84000	-0.09311	0.00549
33.85000	-0.09101	0.00474
33.86000	-0.08860	0.00433
33.87000	-0.08587	0.00388
33.88000	-0.08337	0.00349
33.89000	-0.08037	0.00304
33.90000	-0.07749	0.00275
33.91000	-0.07449	0.00246
33.92000	-0.07149	0.00200
33.93000	-0.06834	0.00171
33.94000	-0.06552	0.00148
33.95000	-0.06240	0.00110
33.96000	-0.05900	0.00069
33.97000	-0.05556	0.00054
33.98000	-0.05209	0.00034
33.99000	-0.04853	0.00002
34.00000	-0.04498	-0.00038
34.01000	-0.04136	-0.00047
34.02000	-0.03774	-0.00051
34.03000	-0.03402	-0.00059
34.04000	-0.03022	-0.00086
34.05000	-0.02638	-0.00082
34.06000	-0.02264	-0.00097
34.07000	-0.01886	-0.00126
34.08000	-0.01489	-0.00139
34.09000	-0.01114	-0.00139
34.10000	-0.00728	-0.00135
34.11000	-0.00335	-0.00139
34.12000	0.00048	-0.00133
34.13000	0.00425	-0.00130
34.14000	0.00815	-0.00128
34.15000	0.01204	-0.00125
34.16000	0.01568	-0.00118
34.17000	0.01932	-0.00108
34.18000	0.02310	-0.00100
34.19000	0.02703	-0.00083
34.20000	0.03063	-0.00063
34.21000	0.03428	-0.00032
34.22000	0.03774	-0.00000
34.23000	0.04120	0.00012
34.24000	0.04465	0.00027
34.25000	0.04785	0.00066
34.26000	0.05128	0.00101
34.27000	0.05429	0.00128
34.28000	0.05742	0.00142
34.29000	0.06050	0.00172
34.30000	0.06345	0.00211
34.31000	0.06658	0.00253
34.32000	0.06915	0.00272
34.33000	0.07157	0.00306
34.34000	0.07399	0.00344
34.35000	0.07627	0.00378
34.36000	0.07826	0.00433
34.37000	0.08020	0.00482
34.38000	0.08231	0.00536
34.39000	0.08400	0.00578
34.40000	0.08594	0.00630
34.41000	0.08791	0.00657
34.42000	0.08969	0.00665
34.43000	0.09146	0.00670
34.44000	0.09343	0.00687
34.45000	0.09484	0.00716
34.46000	0.09593	0.00727
34.47000	0.09699	0.00734
34.48000	0.09798	0.00740
34.49000	0.09888	0.00742
34.50000	0.09955	0.00743
34.51000	0.10014	0.00746
34.52000	0.10055	0.00743
34.53000	0.10079	0.00742
34.54000	0.10092	0.00743
34.55000	0.10083	0.00742
34.56000	0.10066	0.00745
34.57000	0.10049	0.00742
34.58000	0.10043	0.00741
34.59000	0.10020	0.00741
34.60000	0.09957	0.00741
34.61000	0.09920	0.00740
34.62000	0.09844	0.00739
34.63000	0.09775	0.00741
34.64000	0.09699	0.00739
34.65000	0.09601	0.00736
34.66000	0.09483	0.00733
34.67000	0.09356	0.00730
34.68000	0.09225	0.00723
34.69000	0.09095	0.00720
34.70000	0.08939	0.00703
34.71000	0.08709	0.00694
34.72000	0.08535	0.00681
34.73000	0.08334	0.00649
34.74000	0.08091	0.00592
34.75000	0.07853	0.00526
34.76000	0.07633	0.00454
34.77000	0.07395	0.00413
34.78000	0.07151	0.00372
34.79000	0.06927	0.00345
34.80000	0.06654	0.00307
34.81000	0.06375	0.00256
34.82000	0.06087	0.00240
34.83000	0.05801	0.00221
34.84000	0.05519	0.00189
34.85000	0.05224	0.00159
34.86000	0.04929	0.00128
34.87000	0.04608	0.00115
34.88000	0.04322	0.00084
34.89000	0.03996	0.00047
34.90000	0.03658	0.00013
34.91000	0.03310	-0.00001
34.92000	0.02961	-0.00012
34.93000	0.02616	-0.00029
34.94000	0.02261	-0.00044
34.95000	0.01910	-0.00045
34.96000	0.01559	-0.00058
34.97000	0.01216	-0.00080
34.98000	0.00862	-0.00111
34.99000	0.00508	-0.00123
35.00000	0.00157	-0.00129
35.01000	-0.00201	-0.00135
35.02000	-0.00558	-0.00140
35.03000	-0.00912	-0.00143
35.04000	-0.01267	-0.00144
35.05000	-0.01614	-0.00142
35.06000	-0.01960	-0.00140
35.07000	-0.02302	-0.00135
35.08000	-0.02646	-0.00131
35.09000	-0.02987	-0.00122
35.10000	-0.03326	-0.00112
35.11000	-0.03677	-0.00086
35.12000	-0.04003	-0.00056
35.13000	-0.04309	-0.00048
35.14000	-0.04617	-0.00036
35.15000	-0.04935	-0.00007
35.16000	-0.05213	0.00004
35.17000	-0.05533	0.00047
35.18000	-0.05791	0.00061
35.19000	-0.06068	0.00075
35.20000	-0.06330	0.00105
35.21000	-0.06589	0.00129
35.22000	-0.06803	0.00166
35.23000	-0.07052	0.00182
35.24000	-0.07292	0.00199
35.25000	-0.07527	0.00238
35.26000	-0.07740	0.00278
35.27000	-0.07946	0.00293
35.28000	-0.08139	0.00309
35.29000	-0.08342	0.00362
35.30000	-0.08529	0.00393
35.31000	-0.08692	0.00400
35.32000	-0.08824	0.00413
35.33000	-0.08960	0.00430
35.34000	-0.09093	0.00454
35.35000	-0.09188	0.00496
35.36000	-0.09278	0.00507
35.37000	-0.09372	0.00526
35.38000	-0.09427	0.00532
35.39000	-0.09484	0.00550
35.40000	-0.09529	0.00553
35.41000	-0.09564	0.00544
35.42000	-0.09574	0.00545
35.43000	-0.09610	0.00536
35.44000	-0.09618	0.00528
35.45000	-0.09621	0.00520
35.46000	-0.09619	0.00512
35.47000	-0.09608	0.00509
35.48000	-0.09576	0.00503
35.49000	-0.09529	0.00498
35.50000	-0.09498	0.00494
35.51000	-0.09437	0.00478
35.52000	-0.09360	0.00466
35.53000	-0.09271	0.00436
35.54000	-0.09172	0.00398
35.55000	-0.09049	0.00384
35.56000	-0.08922	0.00373
35.57000	-0.08791	0.00358
35.58000	-0.08634	0.00313
35.59000	-0.08465	0.00285
35.60000	-0.08308	0.00272
35.61000	-0.08116	0.00250
35.62000	-0.07904	0.00208
35.63000	-0.07721	0.00175
35.64000	-0.07525	0.00162
35.65000	-0.07305	0.00144
35.66000	-0.07068	0.00099
35.67000	-0.06839	0.00059
35.68000	-0.06618	0.00040
35.69000	-0.06381	0.00019
35.70000	-0.06131	0.00002
35.71000	-0.05884	-0.00025
35.72000	-0.05624	-0.00047
35.73000	-0.05339	-0.00059
35.74000	-0.05073	-0.00064
35.75000	-0.04767	-0.00078
35.76000	-0.04484	-0.00082
35.77000	-0.04171	-0.00099
35.78000	-0.03876	-0.00100
35.79000	-0.03567	-0.00099
35.80000	-0.03245	-0.00141
35.81000	-0.02956	-0.00146
35.82000	-0.02636	-0.00154
35.83000	-0.02305	-0.00156
35.84000	-0.02000	-0.00155
35.85000	-0.01698	-0.00160
35.86000	-0.01364	-0.00159
35.87000	-0.01032	-0.00155
35.88000	-0.00710	-0.00157
35.89000	-0.00383	-0.00143
35.90000	-0.00066	-0.00139
35.91000	0.00265	-0.00137
35.92000	0.00588	-0.00134
35.93000	0.00897	-0.00128
35.94000	0.01209	-0.00124
35.95000	0.01530	-0.00116
35.96000	0.01825	-0.00111
35.97000	0.02130	-0.00108
35.98000	0.02430	-0.00093
35.99000	0.02731	-0.00084
36.00000	0.03047	-0.00056
36.01000	0.03318	-0.00012
36.02000	0.03631	0.00001
36.03000	0.03889	0.00011
36.04000	0.04149	0.00024
36.05000	0.04415	0.00043
36.06000	0.04681	0.00075
36.07000	0.04921	0.00118
36.08000	0.05159	0.00131
36.09000	0.05393	0.00143
36.10000	0.05620	0.00161
36.11000	0.05843	0.00190
36.12000	0.06081	0.00219
36.13000	0.06294	0.00247
36.14000	0.06457	0.00256
36.15000	0.06662	0.00268
36.16000	0.06833	0.00279
36.17000	0.07011	0.00318
36.18000	0.07147	0.00354
36.19000	0.07270	0.00372
36.20000	0.07398	0.00383
36.21000	0.07517	0.00394
36.22000	0.07617	0.00396
36.23000	0.07719	0.00413
36.24000	0.07817	0.00447
36.25000	0.07895	0.00482
36.26000	0.07965	0.00494
36.27000	0.08034	0.00510
36.28000	0.08082	0.00513
36.29000	0.08127	0.00517
36.30000	0.08176	0.00515
36.31000	0.08195	0.00514
36.32000	0.08206	0.00510
36.33000	0.08203	0.00506
36.34000	0.08199	0.00504
36.35000	0.08191	0.00501
36.36000	0.08184	0.00500
36.37000	0.08176	0.00498
36.38000	0.08156	0.00495
36.39000	0.08118	0.00491
36.40000	0.08068	0.00485
36.41000	0.08014	0.00479
36.42000	0.07965	0.00467
36.43000	0.07880	0.00448
36.44000	0.07791	0.00441
36.45000	0.07705	0.00418
36.46000	0.07603	0.00384
36.47000	0.07485	0.00368
36.48000	0.07356	0.00355
36.49000	0.07232	0.00343
36.50000	0.07118	0.00330
36.51000	0.06965	0.00307
36.52000	0.06799	0.00263
36.53000	0.06614	0.00245
36.54000	0.06434	0.00236
36.55000	0.06235	0.00210
36.56000	0.06042	0.00185
36.57000	0.05851	0.00141
36.58000	0.05629	0.00130
36.59000	0.05403	0.00120
36.60000	0.05186	0.00100
36.61000	0.04951	0.00075
36.62000	0.04716	0.00048
36.63000	0.04486	0.00013
36.64000	0.04236	0.00001
36.65000	0.03995	-0.00010
36.66000	0.03747	-0.00015
36.67000	0.03482	-0.00027
36.68000	0.03214	-0.00037
36.69000	0.02945	-0.00060
36.70000	0.02676	-0.00099
36.71000	0.02383	-0.00116
36.72000	0.02124	-0.00122
36.73000	0.01821	-0.00126
36.74000	0.01546	-0.00131
36.75000	0.01267	-0.00140
36.76000	0.00984	-0.00138
36.77000	0.00709	-0.00144
36.78000	0.00407	-0.00140
36.79000	0.00131	-0.00145
36.80000	-0.00173	-0.00141
36.81000	-0.00449	-0.00146
36.82000	-0.00756	-0.00143
36.83000	-0.01026	-0.00146
36.84000	-0.01322	-0.00138
36.85000	-0.01606	-0.00142
36.86000	-0.01892	-0.00131
36.87000	-0.02174	-0.00132
36.88000	-0.02440	-0.00129
36.89000	-0.02716	-0.00117
36.90000	-0.02985	-0.00121
36.91000	-0.03234	-0.00109
36.92000	-0.03492	-0.00116
36.93000	-0.03766	-0.00097
36.94000	-0.04024	-0.00057
36.95000	-0.04265	-0.00047
36.96000	-0.04502	-0.00043
36.97000	-0.04734	-0.00037
36.98000	-0.04964	-0.00027
36.99000	-0.05189	-0.00014
37.00000	-0.05413	0.00016
37.01000	-0.05622	0.00051
37.02000	-0.05802	0.00061
37.03000	-0.06009	0.00066
37.04000	-0.06170	0.00075
37.05000	-0.06350	0.00076
37.06000	-0.06488	0.00085
37.07000	-0.06620	0.00090
37.08000	-0.06741	0.00106
37.09000	-0.06900	0.00128
37.10000	-0.07050	0.00152
37.11000	-0.07182	0.00164
37.12000	-0.07292	0.00174
37.13000	-0.07398	0.00177
37.14000	-0.07507	0.00181
37.15000	-0.07579	0.00181
37.16000	-0.07643	0.00183
37.17000	-0.07724	0.00188
37.18000	-0.07769	0.00186
37.19000	-0.07830	0.00195
37.20000	-0.07873	0.00182
37.21000	-0.07887	0.00177
37.22000	-0.07896	0.00175
37.23000	-0.07891	0.00173
37.24000	-0.07886	0.00170
37.25000	-0.07879	0.00168
37.26000	-0.07869	0.00167
37.27000	-0.07850	0.00167
37.28000	-0.07788	0.00163
37.29000	-0.07754	0.00163
37.30000	-0.07676	0.00159
37.31000	-0.07622	0.00156
37.32000	-0.07532	0.00154
37.33000	-0.07443	0.00151
37.34000	-0.07349	0.00141
37.35000	-0.07244	0.00144
37.36000	-0.07152	0.00143
37.37000	-0.07042	0.00131
37.38000	-0.06892	0.00112
37.39000	-0.06783	0.00073
37.40000	-0.06669	0.00058
37.41000	-0.06544	0.00050
37.42000	-0.06387	0.00036
37.43000	-0.06234	0.00031
37.44000	-0.06057	0.00002
37.45000	-0.05871	-0.00004
37.46000	-0.05675	-0.00043
37.47000	-0.05481	-0.00056
37.48000	-0.05288	-0.00062
37.49000	-0.05080	-0.00071
37.50000	-0.04863	-0.00080
37.51000	-0.04646	-0.00099
37.52000	-0.04406	-0.00088
37.53000	-0.04166	-0.00086
37.54000	-0.03931	-0.00086
37.55000	-0.03694	-0.00079
37.56000	-0.03456	-0.00085
37.57000	-0.03215	-0.00074
37.58000	-0.02977	-0.00063
37.59000	-0.02741	-0.00070
37.60000	-0.02495	-0.00063
37.61000	-0.02247	-0.00060
37.62000	-0.02001	-0.00056
37.63000	-0.01748	-0.00062
37.64000	-0.01482	-0.00049
37.65000	-0.01231	-0.00041
37.66000	-0.00979	-0.00037
37.67000	-0.00717	-0.00029
37.68000	-0.00453	-0.00032
37.69000	-0.00192	-0.00025
37.70000	0.00055	-0.00020
37.71000	0.00302	-0.00016
37.72000	0.00560	-0.00011
37.73000	0.00821	-0.00018
37.74000	0.01082	-0.00010
37.75000	0.01320	-0.00005
37.76000	0.01559	0.00002
37.77000	0.01793	0.00004
37.78000	0.02029	0.00007
37.79000	0.02261	0.00009
37.80000	0.02495	0.00015
37.81000	0.02722	0.00027
37.82000	0.02948	0.00034
37.83000	0.03174	0.00048
37.84000	0.03393	0.00057
37.85000	0.03612	0.00067
37.86000	0.03808	0.00102
37.87000	0.03996	0.00116
37.88000	0.04195	0.00126
37.89000	0.04363	0.00132
37.90000	0.04545	0.00147
37.91000	0.04700	0.00151
37.92000	0.04859	0.00163
37.93000	0.05006	0.00171
37.94000	0.05157	0.00171
37.95000	0.05288	0.00179
37.96000	0.05409	0.00178
37.97000	0.05525	0.00174
37.98000	0.05641	0.00174
37.99000	0.05749	0.00189
38.00000	0.05861	0.00175
38.01000	0.05965	0.00175
38.02000	0.06061	0.00179
38.03000	0.06126	0.00164
38.04000	0.06204	0.00169
38.05000	0.06269	0.00173
38.06000	0.06328	0.00164
38.07000	0.06364	0.00160
38.08000	0.06418	0.00162
38.09000	0.06443	0.00153
38.10000	0.06457	0.00148
38.11000	0.06462	0.00147
38.12000	0.06460	0.00143
38.13000	0.06453	0.00141
38.14000	0.06446	0.00140
38.15000	0.06437	0.00140
38.16000	0.06422	0.00139
38.17000	0.06374	0.00134
38.18000	0.06326	0.00134
38.19000	0.06298	0.00133
38.20000	0.06220	0.00129
38.21000	0.06181	0.00130
38.22000	0.06097	0.00127
38.23000	0.06017	0.00121
38.24000	0.05942	0.00123
38.25000	0.05855	0.00121
38.26000	0.05747	0.00116
38.27000	0.05633	0.00106
38.28000	0.05519	0.00105
38.29000	0.05399	0.00106
38.30000	0.05281	0.00100
38.31000	0.05151	0.00091
38.32000	0.05026	0.00096
38.33000	0.04885	0.00088
38.34000	0.04717	0.00053
38.35000	0.04575	0.00026
38.36000	0.04445	0.00014
38.37000	0.04262	0.00004
38.38000	0.04100	0.00001
38.39000	0.03903	-0.00008
38.40000	0.03730	-0.00015
38.41000	0.03536	-0.00020
38.42000	0.03334	-0.00033
38.43000	0.03134	-0.00033
38.44000	0.02938	-0.00041
38.45000	0.02727	-0.00046
38.46000	0.02511	-0.00040
38.47000	0.02289	-0.00051
38.48000	0.02056	-0.00048
38.49000	0.01829	-0.00038
38.50000	0.01607	-0.00043
38.51000	0.01364	-0.00045
38.52000	0.01134	-0.00054
38.53000	0.00897	-0.00042
38.54000	0.00650	-0.00035
38.55000	0.00413	-0.00033
38.56000	0.00178	-0.00030
38.57000	-0.00062	-0.00030
38.58000	-0.00299	-0.00027
38.59000	-0.00535	-0.00028
38.60000	-0.00771	-0.00028
38.61000	-0.01005	-0.00028
38.62000	-0.01237	-0.00029
38.63000	-0.01469	-0.00026
38.64000	-0.01697	-0.00024
38.65000	-0.01929	-0.00023
38.66000	-0.02157	-0.00021
38.67000	-0.02383	-0.00016
38.68000	-0.02599	-0.00016
38.69000	-0.02801	-0.00021
38.70000	-0.02994	-0.00025
38.71000	-0.03212	-0.00020
38.72000	-0.03425	-0.00015
38.73000	-0.03602	-0.00019
38.74000	-0.03797	-0.00020
38.75000	-0.03988	-0.00013
38.76000	-0.04162	-0.00022
38.77000	-0.04359	-0.00019
38.78000	-0.04518	-0.00028
38.79000	-0.04712	-0.00025
38.80000	-0.04858	-0.00023
38.81000	-0.05003	-0.00025
38.82000	-0.05163	-0.00020
